question,tags,document
What is the purpose of cross-entropy in machine learning?,machine-learning|classification|neural-networks|interpretation|cross-entropy,2148932f
How does cross-entropy differ for true values of 0 and 1?,machine-learning|classification|neural-networks|interpretation|cross-entropy,2148932f
What is the general formula for cross-entropy cost?,machine-learning|classification|neural-networks|interpretation|cross-entropy,2148932f
How is cross-entropy cost defined for CNNs using softmax activation?,machine-learning|classification|neural-networks|interpretation|cross-entropy,2148932f
Why is cross-entropy a popular choice for cost functions in machine learning?,machine-learning|classification|neural-networks|interpretation|cross-entropy,2148932f
Why cat model performance on validation data be used for hyperparameter tuning?,neural-networks|cross-validation|hyperparameter,f5c2984c
What is data leakage?,neural-networks|cross-validation|hyperparameter,f5c2984c
How does information from the validation set impact hyperparameter optimization?,neural-networks|cross-validation|hyperparameter,f5c2984c
How can data leakage affect model performance?,neural-networks|cross-validation|hyperparameter,f5c2984c
What is the significance of keeping validation data separate for hyperparameter tuning?,neural-networks|cross-validation|hyperparameter,f5c2984c
Does SGD converge faster for larger training sets?,machine-learning|deep-learning|gradient-descent,9feed53c
What challenges exist when implementing distributed SGD with large datasets?,machine-learning|deep-learning|gradient-descent,9feed53c
How do larger minibatch sizes affect SGD convergence for convex problems?,machine-learning|deep-learning|gradient-descent,9feed53c
What is the convergence rate of SGD for strongly convex functions?,machine-learning|deep-learning|gradient-descent,9feed53c
Why does the convergence speed of SGD and minibatch SGD degrade with increasing dataset size?,machine-learning|deep-learning|gradient-descent,9feed53c
What is a patch in CNNs?,neural-networks|terminology|convolutional-neural-network,e154cf3e
How does patch size affect CNN processing?,neural-networks|terminology|convolutional-neural-network,e154cf3e
What is the kernel's role in patch processing?,neural-networks|terminology|convolutional-neural-network,e154cf3e
What advantages do patches provide in CNNs?,neural-networks|terminology|convolutional-neural-network,e154cf3e
How do patches help reduce overfitting in CNNs?,neural-networks|terminology|convolutional-neural-network,e154cf3e
What is the main difference between SEM and ANNs?,machine-learning|neural-networks|structural-equation-modeling,1f6412f6
What is the primary goal of SEM?,machine-learning|neural-networks|structural-equation-modeling,1f6412f6
Why is SEM not suitable for making predictions?,machine-learning|neural-networks|structural-equation-modeling,1f6412f6
Are there variations within SEM and ANNs?,machine-learning|neural-networks|structural-equation-modeling,1f6412f6
What are the limitations of ANNs?,machine-learning|neural-networks|structural-equation-modeling,1f6412f6
How do you update shared weights in a CNN?,machine-learning|neural-networks|computer-vision|backpropagation|convolutional-neural-network,ac834166
How to calculate individual weight updates?,machine-learning|neural-networks|computer-vision|backpropagation|convolutional-neural-network,ac834166
What is the formula to sum individual updates?,machine-learning|neural-networks|computer-vision|backpropagation|convolutional-neural-network,ac834166
How to update the shared weight?,machine-learning|neural-networks|computer-vision|backpropagation|convolutional-neural-network,ac834166
Why is this approach used?,machine-learning|neural-networks|computer-vision|backpropagation|convolutional-neural-network,ac834166
Why is it better to retrain only final layers of a network in transfer learning?,machine-learning|neural-networks|backpropagation|transfer-learning,756793b9
What is the main advantage of freezing the existing layers?,machine-learning|neural-networks|backpropagation|transfer-learning,756793b9
What is overfitting?,machine-learning|neural-networks|backpropagation|transfer-learning,756793b9
How does backpropagation work in this context?,machine-learning|neural-networks|backpropagation|transfer-learning,756793b9
What is the role of the newly added layers?,machine-learning|neural-networks|backpropagation|transfer-learning,756793b9
Why does multi-head attention prevent identical weights?,neural-networks|deep-learning|attention,62815fc9
How are weights treated in each multi-head attention layer?,neural-networks|deep-learning|attention,62815fc9
What causes redundancy in multi-head attention?,neural-networks|deep-learning|attention,62815fc9
How can initialization prevent redundant weights in multi-head attention?,neural-networks|deep-learning|attention,62815fc9
What is a specific measure to prevent redundancy in multi-head attention?,neural-networks|deep-learning|attention,62815fc9
Can overfitting occur with increasing validation loss?,classification|neural-networks|overfitting|sparse,9cd61f97
Is accuracy reliable for detecting overfitting in classification models?,classification|neural-networks|overfitting|sparse,9cd61f97
What is the significance of the gap between training and test accuracy in overfitting assessment?,classification|neural-networks|overfitting|sparse,9cd61f97
Should early stopping decisions prioritize accuracy differences or overall overfitting reduction?,classification|neural-networks|overfitting|sparse,9cd61f97
What is the primary goal when addressing overfitting?,classification|neural-networks|overfitting|sparse,9cd61f97
What is the relationship between filters and feature maps in CNN?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,18680e3a
How do kernels process channels in CNN?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,18680e3a
Why does the output of the second layer have 64 channels?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,18680e3a
How do kernels differ from filters?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,18680e3a
What is the significance of the different weights for each channel in a kernel?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,18680e3a
Can SVM be equivalent to logistic regression?,neural-networks|svm,17d3d7fe
What is the loss function of a SVM?,neural-networks|svm,17d3d7fe
How can SVM loss be made differentiable?,neural-networks|svm,17d3d7fe
What is the activation function in SVM?,neural-networks|svm,17d3d7fe
What are the training algorithms of SVM and logistic regression?,neural-networks|svm,17d3d7fe
What factors determine the number of convolutional operators in a CNN?,neural-networks|deep-learning|convolutional-neural-network|computer-vision,643db5b3
How can you compare the number of convolutions in a CNN to single-channel 2D convolutions?,neural-networks|deep-learning|convolutional-neural-network|computer-vision,643db5b3
What does the number of convolutions in a CNN indicate?,neural-networks|deep-learning|convolutional-neural-network|computer-vision,643db5b3
What does computational intensity depend on in CNNs?,neural-networks|deep-learning|convolutional-neural-network|computer-vision,643db5b3
How do you determine the number of convolutional operators in a CNN?,neural-networks|deep-learning|convolutional-neural-network|computer-vision,643db5b3
What is beam search?,neural-networks|natural-language|attention,768ae337
How does beam search work?,neural-networks|natural-language|attention,768ae337
Why is beam size important?,neural-networks|natural-language|attention,768ae337
What are the advantages of beam search over greedy methods?,neural-networks|natural-language|attention,768ae337
For which tasks is beam search used?,neural-networks|natural-language|attention,768ae337
